Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
BR5 3DA,Yes,51.399165,0.111288,546967,168796,TQ469687,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",13,10,"Greater London","Bromley","Bromley 014B","Urban major conurbation",London,43,6,E01000730,
BR5 3DD,Yes,51.403792,0.108007,546724,169304,TQ467693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",29,16,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,56,6,E01000729,
BR5 3DE,Yes,51.406514,0.107169,546657,169605,TQ466696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",62,25,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,54,6,E01000729,
BR5 3DF,Yes,51.404537,0.107581,546692,169386,TQ466693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",74,28,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,58,6,E01000729,
BR5 3DG,Yes,51.409765,0.110439,546874,169973,TQ468699,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",63,30,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,37,6,E01000735,
BR5 3DH,Yes,51.409559,0.108402,546733,169946,TQ467699,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",8,6,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,41,6,E01000735,
BR5 3DJ,Yes,51.411644,0.107937,546694,170177,TQ466701,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",90,33,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,47,6,E01000735,
BR5 3DL,Yes,51.413748,0.107444,546653,170410,TQ466704,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",15,6,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,46,6,E01000735,
BR5 3DN,Yes,51.410082,0.107318,546656,170002,TQ466700,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",38,18,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,46,6,E01000735,
BR5 3DP,Yes,51.413449,0.108609,546735,170379,TQ467703,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",17,6,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,44,6,E01000735,
BR5 3DQ,Yes,51.410247,0.110605,546884,170027,TQ468700,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",79,28,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,38,6,E01000735,
BR5 3DR,Yes,51.412818,0.106179,546568,170304,TQ465703,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",55,24,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,52,6,E01000735,
BR5 3DS,Yes,51.412173,0.105027,546490,170230,TQ464702,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",104,37,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,57,6,E01000735,
BR5 3DT,Yes,51.412873,0.105131,546495,170308,TQ464703,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",89,30,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,55,6,E01000735,
BR5 3DU,Yes,51.411889,0.103317,546372,170195,TQ463701,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",66,21,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,63,6,E01000735,
BR5 3DW,Yes,51.410522,0.107324,546655,170051,TQ466700,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",54,19,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,48,6,E01000735,
BR5 3DX,Yes,51.413263,0.103927,546410,170349,TQ464703,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",93,36,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,59,6,E01000735,
BR5 3DY,Yes,51.413966,0.10534,546506,170430,TQ465704,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",79,28,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,52,6,E01000735,
BR5 3DZ,Yes,51.413486,0.106555,546592,170379,TQ465703,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",25,8,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,49,6,E01000735,
BR5 3EA,Yes,51.411631,0.106182,546572,170172,TQ465701,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",85,34,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,54,6,E01000735,
BR5 3EB,Yes,51.411902,0.107114,546636,170204,TQ466702,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",66,26,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,51,6,E01000735,
BR5 3ED,Yes,51.413718,0.106623,546596,170405,TQ465704,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",17,6,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,49,6,E01000735,
BR5 3EE,Yes,51.41125,0.10487,546482,170127,TQ464701,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",50,23,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,55,6,E01000735,
BR5 3EF,Yes,51.409853,0.107035,546637,169976,TQ466699,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",60,20,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,45,6,E01000735,
BR5 3EG,Yes,51.410939,0.104626,546466,170092,TQ464700,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",48,15,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,53,6,E01000735,
BR5 3EH,Yes,51.3962,0.113609,547138,168471,TQ471684,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",62,29,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,42,6,E01000719,
BR5 3EJ,Yes,51.396647,0.113745,547146,168521,TQ471685,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",82,32,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,42,6,E01000719,
BR5 3EL,Yes,51.396075,0.11507,547240,168460,TQ472684,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",17,6,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,43,6,E01000719,
BR5 3EN,Yes,51.398121,0.115279,547248,168688,TQ472686,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",18,9,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,41,6,E01000719,
BR5 3EP,Yes,51.396123,0.115388,547262,168466,TQ472684,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,43,6,E01000719,
BR5 3EQ,Yes,51.409866,0.106316,546587,169976,TQ465699,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",68,22,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,45,6,E01000735,
BR5 3ER,Yes,51.396916,0.115813,547289,168555,TQ472685,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",93,44,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,42,6,E01000719,
BR5 3ES,Yes,51.397612,0.116104,547307,168633,TQ473686,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",16,12,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,41,6,E01000719,
BR5 3ET,Yes,51.398241,0.116147,547308,168703,TQ473687,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",32,14,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,42,6,E01000719,
BR5 3EU,Yes,51.398926,0.115547,547264,168778,TQ472687,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",4,2,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,41,6,E01000719,
BR5 3EW,Yes,51.396771,0.115375,547259,168538,TQ472685,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",32,14,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,42,6,E01000719,
BR5 3EX,Yes,51.399803,0.115285,547243,168875,TQ472688,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",108,43,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,40,6,E01000719,
BR5 3EY,Yes,51.400587,0.115666,547267,168963,TQ472689,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",59,36,"Greater London","Bromley","Bromley 019E","Urban major conurbation",London,40,6,E01000728,
BR5 3EZ,Yes,51.411206,0.105817,546548,170124,TQ465701,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1985-04-01,,"","",32,18,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,53,6,E01000735,
BR5 3FA,Yes,51.406998,0.110282,546872,169665,TQ468696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2016-06-01,,"","",,,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,39,6,E01000729,
BR5 3FB,Yes,51.3932,0.113902,547168,168138,TQ471681,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2010-01-01,,"","",32,14,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,47,6,E01000719,
BR5 3FD,Yes,51.393111,0.114861,547235,168130,TQ472681,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2008-01-01,,"","",6,5,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,49,6,E01000719,
BR5 3FE,Yes,51.393242,0.115083,547250,168145,TQ472681,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2008-01-01,,"","",22,7,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,48,6,E01000719,
BR5 3FF,Yes,51.39296,0.113776,547160,168111,TQ471681,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2010-01-01,,"","",34,14,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,48,6,E01000719,
BR5 3FG,Yes,51.393172,0.115439,547275,168138,TQ472681,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2008-01-01,,"","",31,12,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,50,6,E01000719,
BR5 3FH,Yes,51.392728,0.113651,547152,168085,TQ471680,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2010-01-01,,"","",21,9,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,47,6,E01000719,
BR5 3FJ,Yes,51.392623,0.115989,547315,168078,TQ473680,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2014-11-01,,"","",,,"Greater London","Bromley","Bromley 019C","Urban major conurbation",London,55,6,E01000721,
BR5 3FL,Yes,51.392327,0.115458,547279,168044,TQ472680,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2014-10-01,,"","",,,"Greater London","Bromley","Bromley 019C","Urban major conurbation",London,54,6,E01000721,
BR5 3FN,Yes,51.39272,0.115591,547287,168088,TQ472680,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2014-08-01,,"","",,,"Greater London","Bromley","Bromley 019C","Urban major conurbation",London,53,6,E01000721,
BR5 3FP,Yes,51.393187,0.116101,547321,168141,TQ473681,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2014-10-01,,"","",,,"Greater London","Bromley","Bromley 019C","Urban major conurbation",London,51,6,E01000721,
BR5 3FR,Yes,51.400749,0.117658,547405,168985,TQ474689,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2013-12-01,,"","",,,"Greater London","Bromley","Bromley 019E","Urban major conurbation",London,44,6,E01000728,
BR5 3FS,Yes,51.401288,0.117683,547405,169045,TQ474690,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2013-12-01,,"","",,,"Greater London","Bromley","Bromley 019E","Urban major conurbation",London,43,6,E01000728,
BR5 3FT,Yes,51.4008,0.118322,547451,168992,TQ474689,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2013-12-01,,"","",,,"Greater London","Bromley","Bromley 019E","Urban major conurbation",London,46,6,E01000728,
BR5 3GB,Yes,51.411622,0.104657,546466,170168,TQ464701,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2006-01-01,,"","",20,6,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,55,6,E01000735,
BR5 3GD,Yes,51.406617,0.108453,546746,169619,TQ467696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2008-01-01,,"","",15,6,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,47,6,E01000729,
BR5 3GE,Yes,51.406802,0.107671,546691,169638,TQ466696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2008-01-01,,"","",27,21,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,50,6,E01000729,
BR5 3GL,Yes,51.407235,0.107561,546682,169686,TQ466696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2008-01-01,,"","",18,6,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,48,6,E01000729,
BR5 3GN,Yes,51.406941,0.108411,546742,169655,TQ467696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2008-01-01,,"","",69,19,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,46,6,E01000729,
BR5 3GP,Yes,51.407284,0.108354,546737,169693,TQ467696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2008-01-01,,"","",13,6,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,45,6,E01000729,
BR5 3HA,Yes,51.397507,0.11492,547225,168619,TQ472686,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",52,24,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,40,6,E01000719,
BR5 3HB,Yes,51.396496,0.115161,547245,168507,TQ472685,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",11,4,"Greater London","Bromley","Bromley 019A","Urban major conurbation",London,42,6,E01000719,
BR5 3HD,Yes,51.399148,0.116204,547309,168804,TQ473688,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",5,4,"Greater London","Bromley","Bromley 019E","Urban major conurbation",London,42,6,E01000728,
BR5 3HE,Yes,51.400403,0.116434,547321,168944,TQ473689,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",26,12,"Greater London","Bromley","Bromley 019E","Urban major conurbation",London,41,6,E01000728,
BR5 3HF,Yes,51.401231,0.1164,547316,169036,TQ473690,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",39,17,"Greater London","Bromley","Bromley 019E","Urban major conurbation",London,41,6,E01000728,
